15,0.0000,1376256
15,15.0000,1734372164
21,17.0000,1734372164
37,18.0000,1734372164
49,19.0000,1734372164
112,20.0000,1734372164
129,23.0000,1734372164
132,24.0000,1734372164
142,25.0000,1734372164
15,15.0837,1734372194
21,17.2270,1734372194
37,17.9504,1734372194
49,19.0307,1734372194
112,20.1472,1734372194
129,22.9655,1734372194
132,23.9465,1734372194
142,24.9088,1734372194
15,15.3306,1734372224
21,17.4168,1734372224
37,18.1009,1734372224
49,19.1910,1734372224
112,20.2343,1734372224
129,23.1758,1734372224
132,23.9010,1734372224
142,25.1001,1734372224
15,15.3984,1734372254
21,17.3844,1734372254
37,18.1614,1734372254
49,19.3199,1734372254
112,20.0255,1734372254
129,22.9774,1734372254
132,23.8137,1734372254
142,25.0808,1734372254
15,15.5309,1734372284
21,17.2726,1734372284
37,18.1204,1734372284
49,19.3699,1734372284
112,20.2494,1734372284
129,22.9027,1734372284
132,23.8982,1734372284
142,24.8416,1734372284
15,15.2962,1734372314
21,17.3221,1734372314
37,17.9339,1734372314
49,19.5588,1734372314
112,20.4617,1734372314
129,23.0113,1734372314
132,23.9132,1734372314
142,24.7805,1734372314
15,15.1606,1734372344
21,17.4305,1734372344
37,18.0050,1734372344
49,19.5437,1734372344
112,20.2196,1734372344
129,23.2565,1734372344
132,23.7783,1734372344
142,24.7486,1734372344
15,15.2013,1734372374
21,17.3041,1734372374
37,18.0593,1734372374
49,19.4487,1734372374
112,20.3980,1734372374
129,23.0201,1734372374
132,23.8318,1734372374
142,24.8355,1734372374
15,15.2990,1734372404
21,17.4886,1734372404
37,17.9111,1734372404
49,19.5535,1734372404
112,20.5952,1734372404
129,22.8305,1734372404
132,23.7696,1734372404
142,25.0323,1734372404
15,15.2102,1734372434
21,17.4168,1734372434
37,17.8303,1734372434
49,19.7767,1734372434
112,20.7389,1734372434
129,22.7689,1734372434
132,23.9594,1734372434
142,24.8630,1734372434
15,15.1819,1734372464
21,17.4695,1734372464
37,17.5947,1734372464
49,19.5362,1734372464
112,20.6742,1734372464
129,22.5811,1734372464
132,23.9944,1734372464
142,24.9618,1734372464
15,14.9557,1734372494
21,17.5548,1734372494
37,17.6606,1734372494
49,19.4094,1734372494
112,20.6367,1734372494
129,22.4279,1734372494
132,24.0967,1734372494
142,24.9276,1734372494
15,14.8106,1734372524
21,17.5095,1734372524
37,17.5569,1734372524
49,19.5018,1734372524
112,20.5481,1734372524
129,22.4202,1734372524
132,23.8967,1734372524
142,25.1054,1734372524
15,14.9209,1734372554
21,17.3515,1734372554
37,17.4053,1734372554
49,19.3437,1734372554
112,20.4647,1734372554
129,22.4900,1734372554
132,23.7633,1734372554
142,25.2570,1734372554
15,14.9527,1734372584
21,17.2145,1734372584
37,17.2464,1734372584
49,19.2249,1734372584
112,20.2193,1734372584
129,22.6254,1734372584
132,23.8370,1734372584
142,25.3977,1734372584
15,14.7096,1734372614
21,17.3034,1734372614
37,17.4137,1734372614
49,19.4214,1734372614
112,20.2726,1734372614
129,22.4492,1734372614
132,23.7824,1734372614
142,25.4119,1734372614
15,14.9423,1734372644
21,17.0726,1734372644
37,17.3927,1734372644
49,19.5236,1734372644
112,20.4918,1734372644
129,22.4315,1734372644
132,23.6238,1734372644
142,25.4298,1734372644
15,14.8931,1734372674
21,17.1833,1734372674
37,17.2396,1734372674
49,19.3149,1734372674
112,20.4423,1734372674
129,22.5850,1734372674
132,23.4231,1734372674
142,25.3709,1734372674
15,14.9251,1734372704
21,17.2859,1734372704
37,17.0606,1734372704
49,19.1334,1734372704
112,20.2842,1734372704
129,22.6936,1734372704
132,23.5885,1734372704
142,25.5498,1734372704
15,14.9180,1734372734
21,17.4326,1734372734
37,17.0793,1734372734
49,19.1485,1734372734
112,20.4396,1734372734
129,22.8593,1734372734
132,23.3406,1734372734
142,25.3074,1734372734
15,14.6832,1734372764
21,17.6059,1734372764
37,17.2870,1734372764
49,19.2567,1734372764
112,20.3179,1734372764
129,22.8048,1734372764
132,23.3885,1734372764
142,25.3058,1734372764
15,14.6705,1734372794
21,17.5757,1734372794
37,17.4019,1734372794
49,19.1205,1734372794
112,20.4818,1734372794
129,22.8418,1734372794
132,23.2589,1734372794
142,25.4045,1734372794
15,14.9106,1734372824
21,17.7310,1734372824
37,17.1817,1734372824
49,19.0026,1734372824
112,20.6817,1734372824
129,23.0820,1734372824
132,23.0577,1734372824
142,25.4498,1734372824
15,15.1600,1734372854
21,17.7913,1734372854
37,17.3821,1734372854
49,19.2475,1734372854
112,20.6186,1734372854
129,23.2397,1734372854
132,23.3006,1734372854
142,25.3678,1734372854
15,15.3020,1734372884
21,17.5459,1734372884
37,17.1412,1734372884
49,19.3074,1734372884
112,20.5766,1734372884
129,23.1198,1734372884
132,23.4049,1734372884
142,25.1680,1734372884
15,15.3924,1734372914
21,17.6293,1734372914
37,17.1376,1734372914
49,19.3562,1734372914
112,20.6467,1734372914
129,23.0183,1734372914
132,23.5735,1734372914
142,25.3625,1734372914
15,15.5519,1734372944
21,17.4556,1734372944
37,17.3466,1734372944
49,19.5562,1734372944
112,20.5938,1734372944
129,23.1483,1734372944
132,23.6910,1734372944
142,25.3886,1734372944
15,15.3727,1734372974
21,17.4526,1734372974
37,17.4198,1734372974
49,19.6995,1734372974
112,20.4585,1734372974
129,23.2598,1734372974
132,23.5797,1734372974
142,25.4198,1734372974
15,15.3528,1734373004
21,17.2907,1734373004
37,17.4830,1734373004
49,19.5048,1734373004
112,20.6816,1734373004
129,23.2148,1734373004
132,23.6020,1734373004
142,25.4659,1734373004
15,15.2850,1734373034
21,17.5382,1734373034
37,17.3022,1734373034
49,19.5810,1734373034
112,20.8460,1734373034
129,23.3151,1734373034
132,23.7249,1734373034
142,25.4209,1734373034
15,15.2163,1734373064
21,17.7313,1734373064
37,17.1412,1734373064
49,19.7298,1734373064
112,21.0056,1734373064
129,23.5445,1734373064
132,23.8623,1734373064
142,25.2244,1734373064
15,15.2649,1734373094
21,17.8633,1734373094
37,17.0514,1734373094
49,19.6225,1734373094
112,20.9617,1734373094
129,23.4678,1734373094
132,23.6547,1734373094
142,25.0869,1734373094
15,15.4332,1734373124
21,17.9208,1734373124
37,17.1288,1734373124
49,19.7144,1734373124
112,21.2088,1734373124
129,23.2227,1734373124
132,23.4171,1734373124
142,25.2931,1734373124
15,15.2897,1734373154
21,17.9536,1734373154
37,17.2642,1734373154
49,19.8168,1734373154
112,21.0605,1734373154
129,23.2357,1734373154
132,23.3604,1734373154
142,25.4646,1734373154
15,15.2223,1734373184
21,17.9135,1734373184
37,17.4386,1734373184
49,19.8055,1734373184
112,21.1285,1734373184
129,23.3714,1734373184
132,23.4458,1734373184
142,25.3495,1734373184
15,15.0767,1734373214
21,17.7675,1734373214
37,17.4962,1734373214
49,19.7575,1734373214
112,21.3238,1734373214
129,23.5979,1734373214
132,23.4468,1734373214
142,25.2209,1734373214
15,15.1098,1734373244
21,17.8217,1734373244
37,17.3927,1734373244
49,19.6567,1734373244
112,21.3276,1734373244
129,23.7837,1734373244
132,23.5468,1734373244
142,25.3338,1734373244
15,14.9935,1734373274
21,17.9374,1734373274
37,17.5041,1734373274
49,19.4459,1734373274
112,21.4933,1734373274
129,23.8440,1734373274
132,23.6652,1734373274
142,25.1173,1734373274
15,14.8170,1734373304
21,18.0014,1734373304
37,17.4974,1734373304
49,19.4010,1734373304
112,21.3493,1734373304
129,24.0119,1734373304
132,23.7709,1734373304
142,24.8860,1734373304
15,14.8461,1734373334
21,17.7868,1734373334
37,17.3655,1734373334
49,19.3254,1734373334
112,21.2165,1734373334
129,23.9039,1734373334
132,23.7718,1734373334
142,24.8606,1734373334
15,14.9241,1734373364
21,17.8392,1734373364
37,17.3177,1734373364
49,19.1762,1734373364
112,21.4035,1734373364
129,23.6890,1734373364
132,23.7570,1734373364
142,24.6998,1734373364
15,15.0244,1734373394
21,17.8901,1734373394
37,17.1376,1734373394
49,19.2007,1734373394
112,21.4325,1734373394
129,23.9248,1734373394
132,23.9761,1734373394
142,24.5844,1734373394
15,14.8145,1734373424
21,17.6724,1734373424
37,17.1954,1734373424
49,19.2546,1734373424
112,21.2465,1734373424
129,23.9023,1734373424
132,24.0621,1734373424
142,24.6795,1734373424
15,14.8493,1734373454
21,17.5399,1734373454
37,17.3579,1734373454
49,19.4494,1734373454
112,21.3026,1734373454
129,24.0242,1734373454
132,24.2054,1734373454
142,24.5386,1734373454
15,14.8936,1734373484
21,17.6020,1734373484
37,17.4070,1734373484
49,19.4060,1734373484
112,21.3124,1734373484
129,24.2180,1734373484
132,24.3531,1734373484
142,24.7247,1734373484
15,15.0767,1734373514
21,17.8331,1734373514
37,17.5877,1734373514
49,19.4424,1734373514
112,21.1157,1734373514
129,24.0559,1734373514
132,24.1126,1734373514
142,24.6280,1734373514
15,15.3130,1734373544
21,17.9255,1734373544
37,17.3771,1734373544
49,19.2554,1734373544
112,21.2114,1734373544
129,23.9974,1734373544
132,23.9655,1734373544
142,24.6630,1734373544
15,15.3778,1734373574
21,17.6853,1734373574
37,17.3405,1734373574
49,19.3378,1734373574
112,21.2730,1734373574
129,23.8882,1734373574
132,23.7179,1734373574
142,24.7554,1734373574
15,15.4218,1734373604
21,17.6437,1734373604
37,17.3305,1734373604
49,19.2726,1734373604
112,21.5035,1734373604
129,23.9221,1734373604
132,23.9126,1734373604
142,24.7888,1734373604
15,15.2305,1734373634
21,17.4317,1734373634
37,17.1335,1734373634
49,19.4224,1734373634
112,21.3859,1734373634
129,24.1007,1734373634
132,23.7768,1734373634
142,24.9962,1734373634
15,15.4014,1734373664
21,17.4651,1734373664
37,17.2890,1734373664
49,19.6604,1734373664
112,21.2137,1734373664
129,24.1893,1734373664
132,23.7625,1734373664
142,25.1596,1734373664
15,15.5154,1734373694
21,17.2685,1734373694
37,17.0461,1734373694
49,19.4236,1734373694
112,21.1927,1734373694
129,24.1710,1734373694
132,23.9271,1734373694
142,24.9425,1734373694
15,15.5314,1734373724
21,17.4563,1734373724
